Hydrogen,Methane,Acethylene,Ethylene,Health Index,Life Expectancy,Status
10.618101782710436,24.391692555291172,0.09428755706020275,14.082658859666537,91.05079115385719,8.94920884614281,1
19.260714596148745,20.50265646722229,1.909231233791341,7.395618906669724,77.10349912487622,22.896500875123778,1
15.979909127171076,23.789978831283783,0.94306794322898,6.448948720912231,79.04071785236535,20.959282147634653,1
13.979877262955549,22.896547008552975,1.5257120734941083,9.89452760277563,97.46385471317699,2.5361452868230145,1
7.340279606636548,16.957999576221702,2.722699421778279,14.856504541106007,90.16072649148975,9.839273508510246,1
7.33991780504304,23.437484700462335,0.7478766874466248,7.420552715115004,75.22992629041575,24.770073709584253,1
5.871254182522992,6.76985004103839,1.2311487691068892,11.721355474058786,77.5367885716508,22.463211428349197,1
17.99264218662403,8.919657248382904,2.266653415629146,12.616196153287175,91.5875442277014,8.4124557722986,1
14.016725176148132,5.904545778210761,0.6863944964748674,7.376375439923997,75.12653959615547,24.873460403844533,1
15.621088666940683,11.506606615265287,0.23093972948637898,12.282163486118595,79.02020128543747,20.979798714562534,1
5.308767414437037,12.77354579378964,0.8692543587413041,8.677831327192532,88.71834473416465,11.281655265835354,1
19.548647782429917,10.426980635477918,0.48366386176201326,11.323058305935795,92.29737994231733,7.702620057682665,1
17.48663961200633,21.57475018303859,2.7890929570277194,11.335297107608948,91.29903148756502,8.700968512434983,1
8.185086660174143,12.135066533871786,2.424361138693251,10.357746840747584,80.60673273651399,19.39326726348601,1
7.727374508106509,10.618690193747614,1.9002112695312703,5.902897700544083,92.8044805336884,7.195519466311595,1
7.7510676478015075,15.85392166316497,2.614381770563153,13.35302495589238,80.93122718742,19.068772812579994,1
9.563633644393066,7.818484499495253,2.4110162306973435,8.207800649717358,83.1349924539817,16.865007546018305,1
12.871346474483568,21.043939615080795,0.5597101766581075,6.8651851039985425,93.66228512795061,6.337714872049389,1
11.479175279631736,6.491012873595416,2.677676995469933,5.407751415547639,91.24082247618037,8.75917752381963,1
9.368437102970628,24.737738732010346,1.6180267257469523,10.908929431882418,96.23058526235445,3.7694147376455476,1
14.177793420835693,20.444895385933147,2.4223204654921875,11.775643618422825,91.44032230750858,8.55967769249142,1
7.092407909780627,8.974313630683447,2.6882738997704796,5.165878289278561,89.20771508338679,10.792284916613212,1
9.382169728028273,5.110442342472048,0.9540104249155916,10.12093058299281,77.34186919570232,22.658130804297684,1
10.495427649405375,21.309228569096682,0.3301557735830303,7.264957751979379,84.19289507648584,15.80710492351416,1
11.841049763255539,19.137146876952343,0.683805487625825,11.451727904094499,81.63005919204313,18.369940807956866,1
16.777639420895206,19.580143360819747,1.281323365878769,6.743664290049915,81.09974108447709,18.90025891552291,1
7.995106732375396,20.425406933718914,2.4540442977674792,11.90937738102466,99.32526386881113,0.6747361311888653,1
12.713516576204174,6.480893034681808,2.5821917497690303,8.867353463005374,84.827443116669,15.172556883330998,1
13.886218532930638,12.169314570885453,0.02085639159357211,14.367299887367345,97.30116387942783,2.6988361205721674,1
5.696756190799966,7.317381190502594,1.5322419077326972,6.3752094414599325,90.77846564993158,9.221534350068424,1
14.113172778521575,22.26206851751187,1.252233009446337,8.410663510502586,94.87028258854122,5.129717411458785,1
7.557861855309373,17.46596253655116,0.6663234314121907,6.134735212405891,87.56592732762981,12.434072672370192,1
5.975773894779193,11.617960497052984,0.3595961020010484,14.246936182785628,89.42259711565897,10.577402884341026,1
19.233283058799998,6.271167005720473,1.0128455142108839,13.77339353380981,87.3129423454716,12.687057654528402,1
19.48448049611839,11.219646434313244,2.8287291117375575,7.579416277151556,79.88107469495111,20.11892530504889,1
17.125960221746915,11.503666440534941,0.9696087960622657,11.59984046034179,93.06130288153763,6.938697118462372,1
9.56920653760056,19.59212356676128,1.5563718652300982,13.172222002012159,82.01930906102139,17.98069093897861,1
6.465081710095758,17.751149427104263,2.1090568766855338,10.552008115994624,75.60789916078635,24.392100839213654,1
15.263495397682354,22.74425485152653,1.090888807137882,10.296505783560065,91.13680739767919,8.863192602320808,1
11.60228740609402,14.444298503238986,2.915346248162882,7.418522909004517,79.42776698517622,20.57223301482378,1
6.830573522671682,7.391884918766034,2.8873418848263337,5.931027678058992,98.51146460882286,1.4885353911771375,1
12.427653651669052,19.2648957444599,0.7553468874760925,13.972157579533267,98.84821442506468,1.1517855749353174,1
5.515827816728276,20.21570097233795,1.4917455176771564,14.004180571633304,97.87160975551122,2.1283902444887843,1
18.63980603118173,16.225543951389923,0.902634929450309,11.33101457273268,84.2539675063861,15.746032493613896,1
8.881699724000253,20.41934359909122,0.8545214831324028,8.390297910487007,75.38641541322168,24.613584586778316,1
14.93783426530973,14.875911927287815,0.11066084206359839,8.492095746126608,98.20796406469313,1.7920359353068704,1
